location,source,target
entrance/reset_password_phone2|0|10|0,認証コード送信,인증코드 발송
lobby/activity|0|3|1|1|0|0,受け取る,수령
lobby/activity|0|3|1|2|0|0,削除,削除
lobby/activity|0|3|2,メールがありません,우편이 없습니다.
lobby/activity|0|4|2,開催中のイベントがありません,진행 중인 이벤트가 없습니다.
lobby/activitys/activitybase|0|0|1|1|3,コイン,코인
lobby/activitys/activitybase|0|0|1|1|4,復活コイン,부활 코인
lobby/activitys/activitybase|0|0|1|1|9,交換済,교환완료
lobby/activitys/activity_duanwu_rank|0|0|4,交換済,교환완료
lobby/activitys/activity_duanwu_rank|0|4,现在还没有人上榜哦！冲鸭！,现在还没有人上榜哦！冲鸭！
lobby/activitys/activity_exchange|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_exchange|0|0|1|1|8,交換済,교환완료
lobby/activitys/activity_exchange_zhongxia|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_exchange_zhongxia|0|0|1|1|8,交換済,교환완료
lobby/activitys/activity_guoqing|0|0|12|0|1|1,/,/
lobby/activitys/activity_jiuji|0|0,復活コイン,부활 코인
lobby/activitys/activity_jiuji|0|1|1|3,コイン,코인
lobby/activitys/activity_jiuji|0|1|1|4,復活コイン,부활 코인
lobby/activitys/activity_jiuji|0|1|1|6,枚,개
lobby/activitys/activity_jiuji|0|1|1|10,交換済,교환완료
lobby/activitys/activity_task|0|0|1|1|3,コイン,코인
lobby/activitys/activity_task|0|0|1|1|8,交換済,교환완료
lobby/activitys/activity_task_newyear|0|0|1|1|3,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_newyear|0|0|1|1|4,收集,收集
lobby/activitys/activity_task_newyear|0|0|1|1|4|0,红灯笼,红灯笼
lobby/activitys/activity_task_newyear|0|0|1|1|6|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_newyear|0|0|1|1|6|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_newyear|0|0|1|1|7|0,红灯笼×2,红灯笼×2
lobby/activitys/activity_task_newyear|0|0|1|1|7|2,七对子,치또이
lobby/activitys/activity_task_newyear|0|0|1|1|8|0,红灯笼×4,红灯笼×4
lobby/activitys/activity_task_newyear|0|0|1|1|8|2,两立直、二杯口,两立直、二杯口
lobby/activitys/activity_task_newyear|0|0|1|1|9|0,红灯笼×8,红灯笼×8
lobby/activitys/activity_task_newyear|0|0|1|1|9|2,天和、地和、四暗刻、四暗刻单骑、\\n国士无双、国士无双十三面、\\n九莲宝灯、纯正九莲宝灯,천화、지화、四暗刻、四暗刻单骑、\\n국사무쌍、국사무쌍十三面、\\n九莲宝灯、纯正九莲宝灯
lobby/activitys/activity_task_zhongxia|0|0|1|1|3,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|1|1|4,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_zhongxia|0|0|1|1|5,今日获得,今日获得
lobby/activitys/activity_task_zhongxia|0|0|1|1|6,15,15
lobby/activitys/activity_task_zhongxia|0|0|1|1|7,/30,/30
lobby/activitys/activity_task_zhongxia|0|0|1|1|9|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|9|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|1|1|10|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|10|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|1|1|11|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|11|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|1|1|12|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|12|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|3,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|2|1|4,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_zhongxia|0|0|2|1|5,今日获得,今日获得
lobby/activitys/activity_task_zhongxia|0|0|2|1|6,15,15
lobby/activitys/activity_task_zhongxia|0|0|2|1|7,/30,/30
lobby/activitys/activity_task_zhongxia|0|0|2|1|9|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|9|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|10|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|10|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|11|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|11|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|12|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|12|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|3,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|3|1|4,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_zhongxia|0|0|3|1|5,今日获得,今日获得
lobby/activitys/activity_task_zhongxia|0|0|3|1|6,15,15
lobby/activitys/activity_task_zhongxia|0|0|3|1|7,/30,/30
lobby/activitys/activity_task_zhongxia|0|0|3|1|9|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|9|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|10|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|10|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|11|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|11|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|12|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|12|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_tongbi_exchange|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_tongbi_exchange|0|0|1|1|8,交換済,교환완료
lobby/activitys/activity_wuyi_exchange|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_wuyi_exchange|0|0|1|1|8,交換済,교환완료
lobby/activitys/activity_wuyi_task|0|0|1|1|8,交換済,교환완료
lobby/activitys/activity_xiari_exchange|0|0|1|1|6|0|0,交換,교환
lobby/activitys/activity_xiari_exchange|0|0|1|1|8,交換済,교환완료
lobby/activitys/activity_xuanshang|0|0,一日一個更新されます,1일 1회 갱신
lobby/activitys/activity_yijidagong|0|5,コイン入手量,코인 입수량
lobby/activitys/activity_yijidagong|0|14|0|1,+,+
lobby/activitys/guoqing_popout|0|4|1,受け取る,수령
lobby/activitys/guoqing_popout|0|5|1,確認,확인
lobby/activitys/sign|3|2|0,999999,999999
lobby/activitys/sign|3|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|3|3,第一天,第一天
lobby/activitys/sign|4|2|0,999999,999999
lobby/activitys/sign|4|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|4|3,第二天,第二天
lobby/activitys/sign|5|2|0,999999,999999
lobby/activitys/sign|5|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|5|3,第三天,第三天
lobby/activitys/sign|6|2|0,999999,999999
lobby/activitys/sign|6|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|6|3,第四天,第四天
lobby/activitys/sign|7|2|0,999999,999999
lobby/activitys/sign|7|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|7|3,第五天,第五天
lobby/activitys/sign|8|2|0,999999,999999
lobby/activitys/sign|8|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|8|3,第六天,第六天
lobby/activitys/sign|9|2|0,999999,999999
lobby/activitys/sign|9|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|9|3,第七天,第七天
lobby/activitys/sign|10,每日祈福,每日祈福
lobby/add_room|0|2,ルーム参加,방 참가
lobby/add_room|0|3|0,確認,확인
lobby/add_room|0|6|0|1,1,1
lobby/add_room|0|6|1|1,2,2
lobby/add_room|0|6|2|1,3,3
lobby/add_room|0|6|3|1,4,4
lobby/add_room|0|6|4|1,5,5
lobby/add_room|0|6|5|1,6,6
lobby/add_room|0|6|6|1,7,7
lobby/add_room|0|6|7|1,8,8
lobby/add_room|0|6|8|1,9,9
lobby/add_room|0|6|9|1,C,C
lobby/add_room|0|6|10|1,0,0
lobby/ageconfirm|0|0|2,年齢認証,나이인증
lobby/ageconfirm|0|0|4,毎月の購入上限は,매월 구입 상한은
lobby/ageconfirm|0|0|5,円になります,엔입니다
lobby/ageconfirm|0|0|6,20000,20000
lobby/ageconfirm|0|0|7|0,確認,확인
lobby/agepending|0|0|0|2,年齢認証,나이인증
lobby/agepending|0|0|0|3,あなたの年齢によって一ヶ月に購入できる金額がきまっています。,당신의 나이에 따라 한 달에 구입할 수 있는 금액이 정해집니다.
lobby/agepending|0|0|0|4,必ず正しい生年月を入力してください。,꼭 정직하게 대답해주세요.
lobby/agepending|0|0|0|5,(*あとから生年月の変更はできません。),(*설정한 생년월일은 변경할 수 없습니다.)
lobby/agepending|0|0|0|6,毎月の購入上限額,매월 구입 상한액
lobby/agepending|0|0|0|7,16才未満:,16세 미만:
lobby/agepending|0|0|0|8,16才以上20才未満:,16세 이상 20세 미만:
lobby/agepending|0|0|0|9,20才以上:,20세 이상:
lobby/agepending|0|0|0|10,20000円,20000円
lobby/agepending|0|0|0|11,5000円,5000円
lobby/agepending|0|0|0|12,生年月,生年月
lobby/agepending|0|0|0|13,年,년
lobby/agepending|0|0|0|14,月,월
lobby/agepending|0|0|0|15,無制限,無制限
lobby/agepending|0|0|1|0,年,년
lobby/agepending|0|0|2|0,月,월
lobby/agepending|0|0|3|0,確認,확인
lobby/agepending|0|0|5,请选择月份,请选择月份
lobby/agepending|0|0|6,请选择年份,请选择年份
lobby/agepending|0|1|1|2|0|0|1,2001,2001
lobby/agepending|0|1|2|2|0|0|1,2001,2001
lobby/agepending_chs|0|0|0|2,年龄认证,年龄认证
lobby/agepending_chs|0|0|0|3,根据《关于防止未成年人沉迷网络游戏的通知》需要登记您的出生年月。\\n请如实填写您的出生年月，提交后无法更改。,根据《关于防止未成年人沉迷网络游戏的通知》需要登记您的出生年月。\\n请如实填写您的出生年月，提交后无法更改。
lobby/agepending_chs|0|0|0|4,未成年人用户每日22时到次日8时无法进行游戏，工作日游戏时间不能超过1.5小时，法定节假日每日不能超过3小时。 \\n8岁以下用户不能使用充值服务。\\n8至16岁用户单次充值金额不能超过50元人民币，每月充值金额累计不能超过200元人民币。\\n16至18岁用户单次充值金额不能超过100元人民币，每月充值金额累计不能超过400元人民币。,未成年人用户每日22时到次日8时无法进行游戏，工作日游戏时间不能超过1.5小时，法定节假日每日不能超过3小时。 \\n8岁以下用户不能사용充值服务。\\n8至16岁用户单次充值金额不能超过50元人民币，每月充值金额累计不能超过200元人民币。\\n16至18岁用户单次充值金额不能超过100元人民币，每月充值金额累计不能超过400元人民币。
lobby/agepending_chs|0|0|0|5,生年月,生年月
lobby/agepending_chs|0|0|0|6,年,년
lobby/agepending_chs|0|0|0|7,月,월
lobby/agepending_chs|0|0|1|0,年,년
lobby/agepending_chs|0|0|2|0,月,월
lobby/agepending_chs|0|0|3|0,确认,确认
lobby/agepending_chs|0|0|4,请选择月份,请选择月份
lobby/agepending_chs|0|0|5,请选择年份,请选择年份
lobby/agepending_chs|0|1|1|2|0|0|1,2001,2001
lobby/agepending_chs|0|1|2|2|0|0|1,2001,2001
lobby/agesuccess|0|0|2,年齢認証,나이인증
lobby/agesuccess|0|0|3,認証完了しました。,인증을 완료했습니다.
lobby/agesuccess|0|0|4|0,確認,확인
lobby/agesuccess_chs|0|3|0,确定,确定
lobby/agexiane|0|0|2,年齢認証,나이인증
lobby/agexiane|0|0|3,20000,20000
lobby/agexiane|0|0|4,円,엔
lobby/agexiane|0|0|5,毎月の購入上限額:,이번 달 구입 상한액:
lobby/agexiane|0|0|6,20000,20000
lobby/agexiane|0|0|7,円,엔
lobby/agexiane|0|0|8,今月の合計購入額:,이달의 합계 구입액:
lobby/agexiane|0|0|9|0,確認,확인
lobby/bag|0|0|0|1,着せ替え,코스튬
lobby/bag|0|0|1|1,装飾品,장식품
lobby/bag|0|0|2|1,贈り物,선물
lobby/bag|0|0|3|1,アイテム,아이템
lobby/bag|0|1|3|0,奉納,봉납
lobby/bag|0|1|6|0|0,選択クリア,선택 취소
lobby/bag|0|1|6|1|0,戻る,이전
lobby/bag|0|1|6|2|0,奉納,봉납
lobby/bag|0|1|6|3,奉納する贈り物を選択してください,봉납하려는 선물을 선택해주세요.
lobby/bag|0|1|7,不要な贈り物を奉納すると星のかけらを獲得,필요없는 선물을 봉납하면 별 가루를 획득할 수 있습니다.
lobby/bag|0|3|0|0|0|0|3|2|0,契約を結ぶ,계약성립
lobby/bag|0|3|2|0,全商品,全商品
lobby/bag|0|3|3,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/bag|1|0,倉庫,창고
lobby/chang_nickname|0|2,名前変更,이름변경
lobby/chang_nickname|0|3|1,プレイヤー名（1-7文字）,플레이어명（1-7 글자）
lobby/chang_nickname|0|3|4,使用不可,사용불가
lobby/chang_nickname|0|3|6|0,必要,必要
lobby/chang_nickname|0|3|7,Cannot contain empty spaces and special characters,Cannot contain empty spaces and special characters
lobby/chang_nickname|0|4|0,30日に一回のみ変更可能,30일에 1회 변경가능
lobby/chang_nickname|0|4|1,残り,잔여
lobby/chang_nickname|0|4|3,日,일
lobby/checkhuiyu|0|2,輝石詳細,휘석 상세
lobby/checkhuiyu|0|3,有償:,유료:
lobby/checkhuiyu|0|5,無償:,무료:
lobby/checkhuiyu|0|7,合計:,합계:
lobby/checkhuiyu|0|10|0,はい,예
lobby/checkhuiyu|0|11|0,購入,구입
lobby/checkpifuquan|0|2,着せ替え券詳細,코스튬권 상세
lobby/checkpifuquan|0|3,有償:,유료:
lobby/checkpifuquan|0|5,無償:,무료:
lobby/checkpifuquan|0|7,合計:,합계:
lobby/checkpifuquan|0|10|0,はい,예
lobby/checkpifuquan|0|11|0,購入,구입
lobby/create_room|0|0|1|0|1|0,4人,4인
lobby/create_room|0|0|1|0|2|0,3人,3인
lobby/create_room|0|0|1|1|1|0,一局戦,단판전
lobby/create_room|0|0|1|1|2|0,東風戦,동풍전
lobby/create_room|0|0|1|1|3|0,半荘戦,반장전
lobby/create_room|0|0|1|1|4|0,CPU戦,CPU전
lobby/create_room|0|0|1|2|1|0,3+5秒,3+5초
lobby/create_room|0|0|1|2|2|0,5+10秒,5+10초
lobby/create_room|0|0|1|2|3|0,5+20秒,5+20초
lobby/create_room|0|0|1|2|4|0,60+0秒,60+0초
lobby/create_room|0|0|1|2|5|0,300+0秒,300+0초
lobby/create_room|0|0|1|3|1|0,正常,정상
lobby/create_room|0|0|1|3|2|0,国士无双,국사무쌍
lobby/create_room|0|0|1|3|3|0,顺子,슌쯔
lobby/create_room|0|0|1|3|4|0,四暗刻,쓰앙코
lobby/create_room|0|0|1|3|5|0,三暗杠,三暗杠
lobby/create_room|0|0|1|4|1|0,正常,정상
lobby/create_room|0|0|1|4|2|0,5张,5张
lobby/create_room|0|0|1|4|3|0,12张,12张
lobby/create_room|0|0|1|5|1|0,無効,없음
lobby/create_room|0|0|1|5|2|0,有効,있음
lobby/create_room|0|0|1|7|2,100単位、最大200000まで,"100단위, 최대 200000까지"
lobby/create_room|0|0|1|8|2,100単位、最大200000まで、配原より大きくなければなりません,"100단위, 최대 200000까지、시작점수보다 높아야합니다."
lobby/create_room|0|0|1|8|3,オーラス時、1位がこの点数以下の場合南入/西入,최종국일때 1위가 정 점수 미만이면 남장/서장에 돌입합니다.
lobby/create_room|0|0|1|9|1|0,有効,있음
lobby/create_room|0|0|1|9|2|0,無効,없음
lobby/create_room|0|0|1|10|1|0,無効,없음
lobby/create_room|0|0|1|10|2|0,有効,있음
lobby/create_room|0|0|1|11|1|0,赤無し,적도라 없음
lobby/create_room|0|0|1|11|2|0,赤ドラ3,적도라3
lobby/create_room|0|0|1|11|3|0,赤ドラ4,적도라4
lobby/create_room|0|0|1|12|1|0,有効,있음
lobby/create_room|0|0|1|12|2|0,無効,없음
lobby/create_room|0|0|1|13|1|0,一飜縛り,한판묶기
lobby/create_room|0|0|1|13|2|0,二飜縛り,두판묶기
lobby/create_room|0|0|1|13|3|0,四飜縛り,네판묶기
lobby/create_room|0|0|1|14|1|0,有効,있음
lobby/create_room|0|0|1|14|2|0,無効,없음
lobby/create_room|0|0|1|15|1|0,無効,없음
lobby/create_room|0|0|1|15|2|0,有効,있음
lobby/create_room|0|0|1|16|1|0,簡単,간단
lobby/create_room|0|0|1|16|2|0,普通,보통
lobby/create_room|0|0|1|17|1|0,無効,없음
lobby/create_room|0|0|1|17|2|0,有効,있음
lobby/create_room|0|1|2,ルーム作成,방 만들기
lobby/diamond_less|0|2,輝石が足りません,휘석이 부족합니다
lobby/diamond_less|0|4|0,購入,구입
lobby/diamond_less|0|5|0,いいえ,아니오
lobby/diamond_less|0|6,輝石が足りません。購入しますか？,휘석이 부족합니다. 구입하시겠습니까?
lobby/force_update|0|2,アップデート内容を検出しました、再接続を行ってください。,업데이트 내용이 확인되었습니다. 다시 접속해주세요.
lobby/force_update|0|3|0,はい,예
lobby/friend|0|1|0,友人,친구
lobby/friend|1|1|0|0,友人リスト,친구목록
lobby/friend|1|1|1|0,友人申請,친구신청
lobby/friend|1|1|2|0,友人検索,친구검색
lobby/friend|1|2|1|0,検索,검색
lobby/friend|1|2|2|0|0|0|1|0,申請,신청
lobby/friend|1|2|2|0|0|0|5,申請済,신청済
lobby/friend|1|2|2|0|0|1|1|0,申請,신청
lobby/friend|1|2|2|0|0|1|5,申請済,신청済
lobby/friend|1|3|0|0|0|1|0,詳細,상세
lobby/friend|1|3|0|0|0|2|0,削除,삭제
lobby/friend|1|3|0|0|0|8|0,観戦,관전
lobby/friend|1|3|1,友人がいません,친구가 없습니다.
lobby/friend|1|3|3,友人数上限,최대 친구 수
lobby/friend|1|4|0|0|0|1|0,詳細,상세
lobby/friend|1|4|0|0|0|2|0,同意,수락
lobby/friend|1|4|0|0|0|3|0,拒否,거절
lobby/friend|1|4|1,申請がありません,신청이 없습니다.
lobby/friend|1|5|0,プレイヤーID：,플레이어ID：
lobby/info|0|2,告知,알림
lobby/lobby|3|1|0|0|0|0|3,初心者、雀士,초심자、작사
lobby/lobby|3|1|0|0|1|0|3,雀士、雀傑,작사、작걸
lobby/lobby|3|1|0|0|2|0|3,雀傑、雀豪,작걸、작호
lobby/lobby|3|1|0|0|3|0|3,雀豪、雀聖,작호、작성
lobby/lobby|3|1|0|0|4|0|3,雀聖以上,작성 이상
lobby/lobby|3|2|0|0|3,無料,무료
lobby/lobby|3|2|0|1|3,無料,무료
lobby/lobby|3|4|0|0|0|2,接続数：,접속수：
lobby/lobby|3|4|0|0|0|4|0,予約中,찾는 중
lobby/lobby|3|4|0|0|1|2,接続数：,접속수：
lobby/lobby|3|4|0|0|1|4|0,予約中,찾는 중
lobby/lobby|3|4|0|0|2|2,接続数：,접속수：
lobby/lobby|3|4|0|0|2|4|0,予約中,찾는 중
lobby/lobby|3|4|0|0|3|2,接続数：,접속수：
lobby/lobby|3|4|0|0|3|4|0,予約中,찾는 중
lobby/lobby|5|3|0,順位,랭킹
lobby/lobby|5|4|0,告知,알림
lobby/lobbychat|0|1|0|2|0|0,送信,송신
lobby/match_lobby|0|0,大会ロビー,대회 대기실
lobby/match_lobby|1|0|1|0,検索,검색
lobby/match_lobby|1|0|2|0,大会IDで検索,대회 ID로 검색
lobby/match_lobby|1|1|0,フォロー中の大会,팔로우 중인 대회
lobby/match_lobby|1|3|0|2,フォロー中,팔로우 중
lobby/match_lobby|1|3|0|5,開始前,개최 전
lobby/match_lobby|1|3|0|5|0,開始時間：,시작시간：
lobby/match_lobby|1|3|0|7,開催中,개최 중
lobby/match_lobby|1|3|0|7|0,終了時間：,종료시간：
lobby/match_lobby|1|3|0|8,終了,종료
lobby/match_lobby|1|3|0|8|0,終了時間：,종료시간：
lobby/match_lobby|1|3|0|9|0|0,詳細,상세
lobby/match_lobby|1|4,開催中の大会がありません,개최중인 대회가 없습니다.
lobby/match_lobby|1|7|0,プレイヤーID：,플레이어ID：
lobby/match_lobby|2|0|5|0,閉じます,닫기
lobby/match_lobby|2|0|6|0,参加します,참가합니다
lobby/match_room|0|0,大会,대회
lobby/match_room|1|0|0|0,ホーム,메인
lobby/match_room|1|0|1|0,大会牌譜,대회 패보
lobby/match_room|1|0|2|0,大会観戦,대회 관전
lobby/match_room|1|1|0|0|0|2,GMメッセージ,GM메세지
lobby/match_room|1|1|0|0|2|0|0,送信,송신
lobby/match_room|1|1|0|1|0,チャット,채팅
lobby/match_room|1|1|0|2|0,お知らせ,공지
lobby/match_room|1|1|0|4,该功能正在维护。。。,该功能正在维护。。。
lobby/match_room|1|1|1|1,大会時間,대회시간
lobby/match_room|1|1|1|2,開始時間：,시작시간：
lobby/match_room|1|1|1|3,終了時間：,종료시간：
lobby/match_room|1|1|1|4,大会ルール,대회 룰
lobby/match_room|1|1|1|5,順位,랭킹
lobby/match_room|1|1|1|8,最近5戦の結果：,최근 5전의 결과：
lobby/match_room|1|1|1|9,対局数：,대국 수：
lobby/match_room|1|1|1|10|0,対戦準備,대전 준비
lobby/match_room|1|1|1|11,接続数：,접속수：
lobby/match_room|1|1|1|13|0|0,詳細,상세
lobby/match_room|1|1|3|0,フォロー,팔로우
lobby/match_room|1|3|1|0|1|1,1,1
lobby/match_room|1|3|1|0|1|4,位,위
lobby/match_room|1|3|1|0|2|1,2,2
lobby/match_room|1|3|1|0|2|4,位,위
lobby/match_room|1|3|1|0|3|1,3,3
lobby/match_room|1|3|1|0|3|4,位,위
lobby/match_room|1|3|1|0|4|1,4,4
lobby/match_room|1|3|1|0|4|4,位,위
lobby/match_room|1|3|1|0|6,対戦時間,대전 시간
lobby/match_room|1|3|1|0|7|0,詳細,상세
lobby/match_room|1|3|1|0|8|0,シェア,공유
lobby/match_room|1|3|2|0,その他の牌譜,그 밖의 패보
lobby/match_room|2|0|3,ルール詳細,룰 상세
lobby/match_room|2|0|4|0,閉じます,닫기
lobby/match_room|2|1|3,ルール詳細,룰 상세
lobby/match_room|2|1|4|0,閉じます,닫기
lobby/match_room|3|0|2,牌譜IDを入力してください,패보 ID를 입력해주세요
lobby/match_room|3|0|3|0,確認,확인
lobby/match_room|3|0|6|1,匿名シェア,익명공유
lobby/match_room|4|0|2,条件に合いません,조건에 맞지 않습니다.
lobby/match_room|4|0|3,参加資格がありません,참가자격이 없습니다.
lobby/match_room|4|0|4|0,閉じます,닫기
lobby/match_shilian|0|1,试炼之道,试炼之道
lobby/match_shilian|0|2|2,9999999,9999999
lobby/match_shilian|0|3|2,9999999,9999999
lobby/match_shilian|1|0|0|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|0|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|0|0|1|3|0|1,×999999,×999999
lobby/match_shilian|1|0|1|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|1|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|1|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|0|2|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|2|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|2|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|0|3|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|3|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|3|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|0|4|0|1|1,起点 99999,起点 99999
lobby/match_shilian|1|0|4|0|1|2,返点 99999,返点 99999
lobby/match_shilian|1|0|4|0|1|4|0|1,×999999,×999999
lobby/match_shilian|1|1|0|0,通过的试炼越多奖励越好,通过的试炼越多奖励越好
lobby/match_shilian|1|1|0|1,在试炼中点数降到0点以下将会失败,在试炼中点数降到0点以下将会失败
lobby/match_shilian|2|0|1,×999999,×999999
lobby/match_ticket|0|2,入场方式选择,入场方式选择
lobby/match_ticket|0|3|0,消耗,消耗
lobby/match_ticket|0|3|0|0,99999,99999
lobby/match_ticket|0|4|0,消耗,消耗
lobby/match_ticket|0|4|0|0,99999,99999
lobby/match_ticket|0|5,拥有试炼券,拥有试炼券
lobby/match_ticket|0|5|0,9999,9999
lobby/match_ticket|0|6,拥有铜币,拥有铜币
lobby/match_ticket|0|6|0,9999,9999
lobby/match_ticket|0|7,试炼券可以通过活动获取,试炼券可以通过活动获取
lobby/nickname|0|2,プレイヤー名を入力してください,플레이어명를 입력해주세요
lobby/nickname|0|4,プレイヤー名（1-7文字）,플레이어명（1-7 글자）
lobby/nickname|0|6,使用可能,사용가능
lobby/nickname|0|7,使用不可,사용불가
lobby/nickname|0|8|1,確認,확인
lobby/nickname|0|9,Cannot contain empty spaces and special characters,Cannot contain empty spaces and special characters
lobby/nickname|0|10|1,ゲーム終了,게임 종료
lobby/nickname|1|2,チュートリアル,튜토리얼
lobby/nickname|1|3,雀魂道館へようこそ！,작혼 수련관에 어서오세요!
lobby/nickname|1|4,プレイヤー名,플레이어명
lobby/nickname|1|5,麻雀の基本ルールはご存知でしょうか？,마작의 기본 룰은 알고 계신가요?
lobby/nickname|1|6,まずは簡単な立直から始めましょう。,우선 간단한 리치부터 시작해봅시다.
lobby/nickname|1|7|0|0,大丈夫,괜찮아
lobby/nickname|1|8|0|0,はい,예
lobby/number_input|0|2,ルーム参加,방 참가
lobby/number_input|0|3|0,確認,확인
lobby/number_input|0|6|0|1,1,1
lobby/number_input|0|6|1|1,2,2
lobby/number_input|0|6|2|1,3,3
lobby/number_input|0|6|3|1,4,4
lobby/number_input|0|6|4|1,5,5
lobby/number_input|0|6|5|1,6,6
lobby/number_input|0|6|6|1,7,7
lobby/number_input|0|6|7|1,8,8
lobby/number_input|0|6|8|1,9,9
lobby/number_input|0|6|9|1,C,C
lobby/number_input|0|6|10|1,0,0
lobby/ob|0|0,対戦データがありません,대전 데이터가 없습니다.
lobby/ob|0|6|0,友人がいる対戦のみ表示,친구만 표시
lobby/ob|0|7|1,更新,갱신
lobby/ob|1|0,観戦,관전
lobby/openbox|1|3,好きな贈り物をお選びください,선물을 선택해주세요.
lobby/openbox|1|5|0,はい,예
lobby/page_sign_chs|1|1|1,確認,확인
lobby/page_sign_chs|1|2|1,参拝,참배
lobby/page_sign_chs|1|3,1.24 6:00 - 1.29 5:59,1.24 6:00 - 1.29 5:59
lobby/page_sign_chs_t|1|1|1,確認,확인
lobby/page_sign_chs_t|1|2|1,参拝,참배
lobby/page_sign_en|1|1|1,確認,확인
lobby/page_sign_en|1|2|1,参拝,참배
