location,source,target
entrance/entrance|2|0|5|5|2,에 동의하기,에 동의하기
entrance/entrance|2|0|5|5|3,개인정보처리방침,개인정보처리방침
entrance/entrance|2|0|7,※メールアドレスを入力してください,※이메일 주소를 입력해주세요
entrance/entrance|2|0|8,※メールアドレスに送信されるコードを入力してください,※이메일 주소에 발송된 코드를 입력해주세요
entrance/entrance|4|1|0,简体中文,간체중문
entrance/error_info|0|0|2|0,確認,확인
entrance/ios_webview_update|0|1,新しいバージョンの更新があります。公式サイトでダウンロードしてください,새로운 버전이 업데이트되었습니다. 공식 사이트에서 다운로드해주세요.
entrance/mail_regist|0|0|1,登録,등록
entrance/mail_regist|0|0|2|0,SNSアカウントで登録,SNS계정으로 가입
entrance/mail_regist|0|0|9|3,雀魂ソフトウェア利用許諾契約,작혼 소프트웨어 이용약관
entrance/mail_regist|0|0|10|5,、,、
entrance/mail_regist|0|0|11|0,認証コード送信,인증코드 발송
entrance/mail_regist|1|1|1,サーバー接続中,서버 접속중
entrance/maintenance|0|0|2|0,閉じる,닫기
entrance/remind|0,健康游戏公告,健康游戏公告
entrance/remind|0|0,抵制不良游戏，拒绝盗版游戏,抵制不良游戏，拒绝盗版游戏
entrance/remind|0|1,注意自我保护，谨防上当受骗,注意自我保护，谨防上当受骗
entrance/remind|0|2,适度游戏益脑，沉迷游戏伤身,适度游戏益脑，沉迷游戏伤身
entrance/remind|0|3,合理安排时间，享受健康生活,合理安排时间，享受健康生活
entrance/remind|1,区区 立直棒 就送给你了,区区 立直棒 就送给你了
entrance/remind|2,——--,——--
entrance/remind|3,满贯,满贯
entrance/remind|4,跳满,하네만
entrance/remind|5,倍满,배만
entrance/remind|6,役满,역만
entrance/remind|7,2/10,2/10
entrance/reset_password|0|0|1|0|0,送信,송신
entrance/reset_password|0|0|2|0|0,確認,확인
entrance/reset_password_phone2|0|2|0,確認,확인
entrance/reset_password_phone2|0|10|0,認証コード送信,인증코드 발송
entrance/secondconfirm_entrance|0|3|0,はい,예
entrance/secondconfirm_entrance|0|4|0,いいえ,아니오
hesu/hesu|1|2,温泉合宿,온천합숙
hesu/hesu|5|0|5|0|1|3,),)
hesu/hesu|5|0|5|0|1|7|2,入手済,입수완료
hesu/hesu|6|0|3|0|1|1,単価：,가격：
hesu/hesu|6|0|3|0|1|3|1,交換,교환
hesu/hesu|6|0|3|0|1|6|0,交換可能回数,교환가능횟수
hesu/hesu|7|0|2|4|3,奉納,봉납
hesu/hesu|7|0|2|5|0,奉納,봉납
hesu/hesu|7|0|2|5|3,レベルアップ,레벨업
hesu/hesu|7|0|2|6|0,祈祷レベルは最大です,기원 레벨이 최대치입니다
hesu/hesu|7|0|3|4|3,奉納,봉납
hesu/hesu|7|0|3|5|0,奉納,봉납
hesu/hesu|7|0|3|5|3,レベルアップ,레벨업
hesu/hesu|7|0|3|6|0,祈祷レベルは最大です,기원 레벨이 최대치입니다
hesu/hesu|7|0|4|4|3,奉納,봉납
hesu/hesu|7|0|4|5|0,奉納,봉납
hesu/hesu|7|0|4|5|3,レベルアップ,레벨업
hesu/hesu|7|0|4|6|0,祈祷レベルは最大です,기원 레벨이 최대치입니다
hesu/hesu_rules|1|0|3|0|2,入手可能,입수가능
hesu/hesu_rules|1|0|3|1|2,清算あり,영향있음
hesu/hesu_rules|2|0|1|1,次のページ,다음 페이지
hesu/hesu_rules|2|0|2|0,わかりました,이해했습니다
hesu/hesu_rules|2|1|1,前のページ,이전 페이지
hesu/hesu_rules|2|2|0|1,スキップ,스킵
hesu/hesu_rules|2|2|1|1,戻る,이전
huiye/huiye|6|1|2,カードと麻雀を融合した斬新なルール、ぜひ体験してみてにゃ！,"카드와 마작을 초융합한 참신한 룰, 꼭 체험해보자냥!"
huiye/huiye|6|1|3,対局開始時に親・機会・運命のカードを1枚ずつ抽選するにゃ。カードに書かれたルールに従って対局を行うにゃ！,"대국 시작 시, 오야-기회-운명의 카드를 1장씩 무작위로 뽑는다냥. 카드에 적힌 룰에 따라서 대국을 하는거다냥!"
huiye/huiye_rules|2|0|1|1,次のページ,다음 페이지
huiye/huiye_rules|2|0|2|0,わかりました,이해했습니다
huiye/huiye_rules|2|1|1,前のページ,이전 페이지
huiye/huiye_rules|2|2|0|1,スキップ,스킵
huiye/huiye_rules|2|2|1|1,戻る,이전
kuangdu/kuangdu|5|1|5|0|1|3,),)
kuangdu/kuangdu|5|1|5|0|1|11|2,未開放,해금필요
kuangdu/kuangdu_rules|1|0|3|0|2,入手可能,입수가능
kuangdu/kuangdu_rules|1|0|3|1|2,清算あり,영향있음
kuangdu/kuangdu_rules|2|0|1|1,次のページ,다음 페이지
kuangdu/kuangdu_rules|2|0|2|0,わかりました,이해했습니다
kuangdu/kuangdu_rules|2|1|1,前のページ,이전 페이지
kuangdu/kuangdu_rules|2|2|0|1,スキップ,스킵
kuangdu/kuangdu_rules|2|2|1|1,戻る,이전
lobby/ab_match|1|3|0|1,限定報酬,한정보상
lobby/ab_match|1|3|1|0,進行中の対戦：,진행 중인 대전：
lobby/ab_match|1|3|1|4|0,消費：,소모：
lobby/ab_match|1|3|1|5|1,本回戦入場可能数：,본 회전 입장 가능 수：
lobby/ab_match|1|3|1|6,各回戦初戦入場無料,각 회전 첫 입장 무료
lobby/ab_match|1|4|0,進行中の対戦：,진행 중인 대전：
lobby/ab_match|1|4|1,終了期限：,종료기한：
lobby/ab_match|1|4|6,残り対局数,남은 대국 수:
lobby/ab_match|2|2|3,報酬内容,보상 내용
lobby/ab_match_en|1|3|0|1,限定報酬,한정보상
lobby/ab_match_en|1|3|2|0,進行中の対戦：,진행 중인 대전：
lobby/ab_match_en|1|3|2|4|0,消費：,소모：
lobby/ab_match_en|1|3|2|5|1,本回戦入場可能数：,본 회전 입장 가능 수：
lobby/ab_match_en|1|3|2|6,各回戦初戦入場無料,각 회전 첫 입장 무료
lobby/ab_match_en|1|4|0,進行中の対戦：,진행 중인 대전：
lobby/ab_match_en|1|4|1,終了期限：,종료기한：
lobby/ab_match_en|1|4|6,残り対局数,남은 대국 수:
lobby/ab_match_en|2|2|3,報酬内容,보상 내용
lobby/ab_match_reward|0|2,「龍闘虎争」報酬詳細,「용쟁호투」 자세한 보상
lobby/ab_match_reward|0|3,報酬は各回戦の4対局がすべて終了後に受取できます。,보상은 각 회전의 4대국을 마치면 수령할 수 있습니다.
lobby/ab_match_reward|0|5|4|0,PT,PT
lobby/ab_match_reward|0|5|4|1,報酬,보상
lobby/ab_match_score|1|2,「龍闘虎争」PT詳細,「용쟁호투」 PT상세
lobby/ab_match_score|1|3,銀の間以上の段位戦で順位によってPTを獲得することができます。,은탁 이상의 등급전에서 순위에 따라 PT를 획득할 수 있습니다.
lobby/ab_match_score|1|4|0|0|1,PT,PT
lobby/ab_match_score|1|4|0|1|1,順位,랭킹
lobby/ab_match_score|1|4|0|1|2,1,1
lobby/ab_match_score|1|4|0|1|3,2,2
lobby/ab_match_score|1|4|0|1|4,3,3
lobby/ab_match_score|1|4|0|1|5,4,4
lobby/ab_match_score|1|4|0|3|0,四人麻雀,4인 마작
lobby/ab_match_score|1|4|1|0|1,PT,PT
lobby/ab_match_score|1|4|1|1|1,順位,랭킹
lobby/ab_match_score|1|4|1|1|2,1,1
lobby/ab_match_score|1|4|1|1|3,2,2
lobby/ab_match_score|1|4|1|1|4,3,3
lobby/ab_match_score|1|4|1|1|5,/,/
lobby/ab_match_score|1|4|1|3|0,三人麻雀,3인 마작
lobby/achievement|0|2,実績,업적
lobby/achievement|1|0,実績詳細,상세업적
lobby/achievement|2|1,実績達成：,업적달성：
lobby/achievement|2|3,合計：,합계：
lobby/achievement|4|1|0|2,進捗状況,진행상황
lobby/achievement|4|1|0|4,以下すべての実績を取得後報酬入手可能,하단의 모든 업적을 완료 시 보상 수령 가능
lobby/achievement|4|1|0|5|0,受け取る,수령
lobby/achievement|4|1|0|7,入手済,입수완료
lobby/achievement|4|1|1|1|0|1|2|2,受け取る,수령
lobby/achievement|4|1|1|1|0|1|9,入手済,입수완료
lobby/activity|0|3|1|1|0|0,受け取る,수령
lobby/activity|0|3|1|2|0|0,削除,삭제
lobby/activity|0|3|2|0,まだ何もありません。,아무 것도 없습니다.
lobby/activity|0|3|2|1,まだ何もありません。,아무 것도 없습니다.
lobby/activity|0|4|2,開催中のイベントがありません,진행 중인 이벤트가 없습니다.
lobby/activitys/activitybase|0|0|1|1|3,コイン,코인
lobby/activitys/activitybase|0|0|1|1|4,復活コイン,부활 코인
lobby/activitys/activitybase|0|0|1|1|9,入手済,입수완료
lobby/activitys/activity_dongri|1|5|1,―現在累計和了点数―,―현재 누적 화료점수―
lobby/activitys/activity_duanwu_rank|0|0|4,入手済,입수완료
lobby/activitys/activity_duanwu_rank|0|4,现在还没有人上榜哦！冲鸭！,现在还没有人上榜哦！冲鸭！
lobby/activitys/activity_exchange|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_exchange|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_exchange_zhongxia|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_exchange_zhongxia|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_exchange_zhongxia|0|0|1|1|9|0|0,交換,교환
lobby/activitys/activity_exchange_zhongxia|0|0|1|1|9|0|1,x10,x10
lobby/activitys/activity_guoqing|0|0|12|0|1|1,/,/
lobby/activitys/activity_jiuji|0|0,復活コイン,부활 코인
lobby/activitys/activity_jiuji|0|1|1|3,コイン,코인
lobby/activitys/activity_jiuji|0|1|1|4,復活コイン,부활 코인
lobby/activitys/activity_jiuji|0|1|1|6,枚,개
lobby/activitys/activity_jiuji|0|1|1|10,入手済,입수완료
lobby/activitys/activity_rpg_reward|2|2|1|1|0|2|5|1,受取済,수령완료
lobby/activitys/activity_rpg_reward|2|2|1|1|1|2|5|1,受取済,수령완료
lobby/activitys/activity_rpg_task|2|3|1|2,未完成,미완료
lobby/activitys/activity_rpg_task|2|3|2|2,完成済,완료
lobby/activitys/activity_rpg_task|2|4|0,なにもない,아무 것도 없음
lobby/activitys/activity_rpg_task|2|7|0|1|3|1,受け取る,수령
lobby/activitys/activity_rpg_task|2|7|0|1|4|0,入手済,입수완료
lobby/activitys/activity_shuiyi_task|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_sns_task|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_task|0|0|1|1|3,コイン,코인
lobby/activitys/activity_task|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_task_newyear|0|0|1|1|3,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_newyear|0|0|1|1|4,收集,수집
lobby/activitys/activity_task_newyear|0|0|1|1|4|0,红灯笼,红灯笼
lobby/activitys/activity_task_newyear|0|0|1|1|6|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_newyear|0|0|1|1|6|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_newyear|0|0|1|1|7|0,红灯笼×2,红灯笼×2
lobby/activitys/activity_task_newyear|0|0|1|1|7|2,七对子,치또이쯔
lobby/activitys/activity_task_newyear|0|0|1|1|8|0,红灯笼×4,红灯笼×4
lobby/activitys/activity_task_newyear|0|0|1|1|8|2,两立直、二杯口,两立直、二杯口
lobby/activitys/activity_task_newyear|0|0|1|1|9|0,红灯笼×8,红灯笼×8
lobby/activitys/activity_task_newyear|0|0|1|1|9|2,天和、地和、四暗刻、四暗刻单骑、\\n国士无双、国士无双十三面、\\n九莲宝灯、纯正九莲宝灯,천화、지화、四暗刻、四暗刻单骑、\\n국사무쌍、국사무쌍十三面、\\n九莲宝灯、纯正九莲宝灯
lobby/activitys/activity_task_zhongxia|0|0|1|1|3,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|1|1|4,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_zhongxia|0|0|1|1|5,今日获得,금일 수령
lobby/activitys/activity_task_zhongxia|0|0|1|1|6,15,15
lobby/activitys/activity_task_zhongxia|0|0|1|1|7,/30,/30
lobby/activitys/activity_task_zhongxia|0|0|1|1|9|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|9|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|1|1|10|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|10|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|1|1|11|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|11|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|1|1|12|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|1|1|12|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|1|1|14,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|2|1|3,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|2|1|4,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_zhongxia|0|0|2|1|5,今日获得,금일 수령
lobby/activitys/activity_task_zhongxia|0|0|2|1|6,15,15
lobby/activitys/activity_task_zhongxia|0|0|2|1|7,/30,/30
lobby/activitys/activity_task_zhongxia|0|0|2|1|9|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|9|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|10|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|10|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|11|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|11|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|12|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|2|1|12|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|2|1|14,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|3|1|3,风铃,풍경
lobby/activitys/activity_task_zhongxia|0|0|3|1|4,对局中每次达成特定番型都可获得红灯笼,对局中每次达成特定番型都可获得红灯笼
lobby/activitys/activity_task_zhongxia|0|0|3|1|5,今日获得,금일 수령
lobby/activitys/activity_task_zhongxia|0|0|3|1|6,15,15
lobby/activitys/activity_task_zhongxia|0|0|3|1|7,/30,/30
lobby/activitys/activity_task_zhongxia|0|0|3|1|9|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|9|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|10|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|10|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|11|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|11|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|12|0,红灯笼×1,红灯笼×1
lobby/activitys/activity_task_zhongxia|0|0|3|1|12|2,立直、门前清自摸和、平和、一杯口,立直、门前清自摸和、핑후、一杯口
lobby/activitys/activity_task_zhongxia|0|0|3|1|14,风铃,풍경
lobby/activitys/activity_tongbi_exchange|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_tongbi_exchange|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_wuyi_exchange|0|0|1|1|5|0|0,交換,교환
lobby/activitys/activity_wuyi_exchange|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_wuyi_exchange|0|0|1|1|9|0|0,交換,교환
lobby/activitys/activity_wuyi_exchange|0|0|1|1|9|0|1,x10,x10
lobby/activitys/activity_wuyi_task|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_xiari_exchange|0|0|1|1|6|0|0,交換,교환
lobby/activitys/activity_xiari_exchange|0|0|1|1|8,入手済,입수완료
lobby/activitys/activity_xuanshang|0|0,一日一個更新されます,1일 1회 갱신
lobby/activitys/activity_yijidagong|0|5,コイン入手量,코인 입수량
lobby/activitys/activity_yijidagong|0|14|0|1,+,+
lobby/activitys/guoqing_popout|0|4|1,受け取る,수령
lobby/activitys/guoqing_popout|0|5|1,確認,확인
lobby/activitys/sign|3|2|0,999999,999999
lobby/activitys/sign|3|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|3|3,第一天,첫째 날
lobby/activitys/sign|4|2|0,999999,999999
lobby/activitys/sign|4|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|4|3,第二天,두번째 날
lobby/activitys/sign|5|2|0,999999,999999
lobby/activitys/sign|5|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|5|3,第三天,세번째 날
lobby/activitys/sign|6|2|0,999999,999999
lobby/activitys/sign|6|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|6|3,第四天,네번째 날
lobby/activitys/sign|7|2|0,999999,999999
lobby/activitys/sign|7|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|7|3,第五天,다섯번째 날
lobby/activitys/sign|8|2|0,999999,999999
lobby/activitys/sign|8|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|8|3,第六天,여섯번째 날
lobby/activitys/sign|9|2|0,999999,999999
lobby/activitys/sign|9|2|1,超级巧克力,超级巧克力
lobby/activitys/sign|9|3,第七天,일곱번째 날
lobby/activitys/sign|10,每日祈福,每日祈福
lobby/activity_jjc|1|3|0|2,12勝報酬,12승 보상
lobby/activity_jjc|1|3|1|0,最高勝利数,최고 승리수
lobby/activity_jjc|1|3|1|3,累計勝利数,누적 승리 수
lobby/activity_jjc|1|3|1|5|0,消費：,소모：
lobby/activity_jjc|1|3|1|6|2,入場券所持数：,입장권 소지 수：
lobby/activity_jjc|1|3|1|7,イベント期間：12月20日(月) 10:59まで,이벤트 기간 : 12월 20일 (월) 10:59까지
lobby/activity_jjc|1|3|2,段位条件に満たしていないため、参加できません,등급 조건이 맞지 않아 이용할 수 없습니다.
lobby/activity_jjc|1|4|0,現在入手できる報酬：,현재 입수가능 보상：
lobby/activity_jjc|1|4|1,イベント期間：12月20日(月) 10:59まで,이벤트 기간 : 12월 20일 (월) 10:59까지
lobby/activity_jjc|1|4|2|2|1|0,あと,앞으로
lobby/activity_jjc|1|4|2|2|1|1,回勝利で報酬レベルアップ！,회 승리로 시 보상 레벨 업！
lobby/activity_jjc|1|4|9,本回戦勝利数：,해당 회전 승리 수：
lobby/activity_jjc|1|4|10|0,失敗可能数：,실패가능 수：
lobby/activity_jjc_en|1|3|0|2,12勝報酬,12승 보상
lobby/activity_jjc_en|1|3|1|0,最高勝利数,최고 승리수
lobby/activity_jjc_en|1|3|1|3,累計勝利数,누적 승리 수
lobby/activity_jjc_en|1|3|1|5|0,消費：,소모：
lobby/activity_jjc_en|1|3|1|6|2,入場券所持数：,입장권 소지 수：
lobby/activity_jjc_en|1|3|1|7,イベント期間：12月20日(月) 10:59まで,이벤트 기간 : 12월 20일 (월) 10:59까지
lobby/activity_jjc_en|1|3|2,段位条件に満たしていないため、参加できません,등급 조건이 맞지 않아 이용할 수 없습니다.
lobby/activity_jjc_en|1|4|0,現在入手できる報酬：,현재 입수가능 보상：
lobby/activity_jjc_en|1|4|1,イベント期間：12月20日(月) 10:59まで,이벤트 기간 : 12월 20일 (월) 10:59까지
lobby/activity_jjc_en|1|4|2|2|1|1,回勝利で報酬レベルアップ！,회 승리로 시 보상 레벨 업！
lobby/activity_jjc_en|1|4|9,本回戦勝利数：,해당 회전 승리 수：
lobby/activity_jjc_en|1|4|10|0,失敗可能数：,실패 가능 수：
lobby/activity_jjc_reward|0|2,「龍闘虎争」報酬詳細,「용쟁호투」 자세한 보상
lobby/activity_jjc_reward|0|3,報酬は挑戦終了後に受取できます。,보상은 도전 종료 후 수령할 수 있습니다.
lobby/activity_jjc_reward|0|4|5|0,勝利数,승리수
lobby/activity_jjc_reward|0|4|5|1,報酬,보상
lobby/activity_rpg|1|2|2|1,ATK:,공격력:
lobby/activity_rpg|1|2|2|2,HP:,체력:
lobby/activity_rpg|1|3|0|2,ステータス,스테이터스
lobby/activity_rpg|1|3|0|4|6,MAX,MAX
lobby/activity_rpg|1|3|0|5|6,MAX,MAX
lobby/activity_rpg|1|3|0|6|6,MAX,MAX
lobby/activity_rpg|1|3|0|7|6,MAX,MAX
lobby/activity_rpg|1|3|1|1,詳細内容,상세내용
lobby/activity_rpg|1|4|2,ステージ,스테이지
lobby/activity_vote|1|3|0|1,得票状況,득표상황
lobby/activity_vote|1|3|1|1,投票箱,투표함
lobby/activity_vote|1|4|1|0|0|6|1,投票,투표
lobby/activity_vote|1|5|1|7,第一位,제 1위
lobby/activity_vote|1|5|2|7,第二位,제 2위
lobby/activity_vote|1|5|3|7,第三位,제 3위
lobby/activity_vote|1|6|0|1,投票券入手,투표권 입수
lobby/activity_vote|1|6|1|0|0|3|2,受取,수령
lobby/activity_vote|1|6|1|0|0|4|1,未完成,미완성
lobby/activity_vote|1|6|1|0|0|5,受取済,수령완료
lobby/activity_vote|1|6|2|1,所持 :,소지 :
lobby/activity_vote|1|6|2|2,枚,개
lobby/add_room|0|2,ルーム参加,방 참가
lobby/add_room|0|3|0,確認,확인
lobby/add_room|0|6|0|1,1,1
lobby/add_room|0|6|1|1,2,2
lobby/add_room|0|6|2|1,3,3
lobby/add_room|0|6|3|1,4,4
lobby/add_room|0|6|4|1,5,5
lobby/add_room|0|6|5|1,6,6
lobby/add_room|0|6|6|1,7,7
lobby/add_room|0|6|7|1,8,8
lobby/add_room|0|6|8|1,9,9
lobby/add_room|0|6|9|1,C,C
lobby/add_room|0|6|10|1,0,0
lobby/ageconfirm|0|0|2,年齢認証,나이인증
lobby/ageconfirm|0|0|4,毎月の購入上限は,매월 구입 상한은
lobby/ageconfirm|0|0|5,円になります,엔입니다
lobby/ageconfirm|0|0|6,20000,20000
lobby/ageconfirm|0|0|7|0,確認,확인
lobby/agepending|0|0|0|2,年齢認証,나이인증
lobby/agepending|0|0|0|3,あなたの年齢によって一ヶ月に購入できる金額がきまっています。,당신의 나이에 따라 한 달에 구입할 수 있는 금액이 정해집니다.
lobby/agepending|0|0|0|4,必ず正しい生年月を入力してください。,꼭 정직하게 대답해주세요.
lobby/agepending|0|0|0|5,(*あとから生年月の変更はできません。),(*설정한 생년월일은 변경할 수 없습니다.)
lobby/agepending|0|0|0|6,毎月の購入上限額,매월 구입 상한액
lobby/agepending|0|0|0|7,16才未満:,16세 미만:
lobby/agepending|0|0|0|8,16才以上20才未満:,16세 이상 20세 미만:
lobby/agepending|0|0|0|9,20才以上:,20세 이상:
lobby/agepending|0|0|0|10,20000円,20000엔
lobby/agepending|0|0|0|11,5000円,5000円
lobby/agepending|0|0|0|12,生年月,생년월
lobby/agepending|0|0|0|13,年,년
lobby/agepending|0|0|0|14,月,월
lobby/agepending|0|0|0|15,無制限,무제한
lobby/agepending|0|0|1|0,年,년
lobby/agepending|0|0|2|0,月,월
lobby/agepending|0|0|3|0,確認,확인
lobby/agepending|0|0|5,请选择月份,请选择月份
lobby/agepending|0|0|6,请选择年份,请选择年份
lobby/agepending|0|1|1|2|0|0|1,2001,2001
lobby/agepending|0|1|2|2|0|0|1,2001,2001
lobby/agepending_chs|0|0|0|2,年龄认证,年龄认证
lobby/agepending_chs|0|0|0|3,根据《关于防止未成年人沉迷网络游戏的通知》需要登记您的出生年月。\\n请如实填写您的出生年月，提交后无法更改。,根据《关于防止未成年人沉迷网络游戏的通知》需要登记您的出生年月。\\n请如实填写您的出生年月，提交后无法更改。
lobby/agepending_chs|0|0|0|4,未成年人用户每日22时到次日8时无法进行游戏，工作日游戏时间不能超过1.5小时，法定节假日每日不能超过3小时。 \\n8岁以下用户不能使用充值服务。\\n8至16岁用户单次充值金额不能超过50元人民币，每月充值金额累计不能超过200元人民币。\\n16至18岁用户单次充值金额不能超过100元人民币，每月充值金额累计不能超过400元人民币。,未成年人用户每日22时到次日8时无法进行游戏，工作日游戏时间不能超过1.5小时，法定节假日每日不能超过3小时。 \\n8岁以下用户不能사용充值服务。\\n8至16岁用户单次充值金额不能超过50元人民币，每月充值金额累计不能超过200元人民币。\\n16至18岁用户单次充值金额不能超过100元人民币，每月充值金额累计不能超过400元人民币。
lobby/agepending_chs|0|0|0|5,生年月,생년월
lobby/agepending_chs|0|0|0|6,年,년
lobby/agepending_chs|0|0|0|7,月,월
lobby/agepending_chs|0|0|1|0,年,년
lobby/agepending_chs|0|0|2|0,月,월
lobby/agepending_chs|0|0|3|0,确认,确认
lobby/agepending_chs|0|0|4,请选择月份,请选择月份
lobby/agepending_chs|0|0|5,请选择年份,请选择年份
lobby/agepending_chs|0|1|1|2|0|0|1,2001,2001
lobby/agepending_chs|0|1|2|2|0|0|1,2001,2001
lobby/agesuccess|0|0|2,年齢認証,나이인증
lobby/agesuccess|0|0|3,認証完了しました。,인증을 완료했습니다.
lobby/agesuccess|0|0|4|0,確認,확인
lobby/agesuccess_chs|0|3|0,确定,确定
lobby/agexiane|0|0|2,年齢認証,나이인증
lobby/agexiane|0|0|3,20000,20000
lobby/agexiane|0|0|4,円,엔
lobby/agexiane|0|0|5,毎月の購入上限額:,이번 달 구입 상한액:
lobby/agexiane|0|0|6,20000,20000
lobby/agexiane|0|0|7,円,엔
lobby/agexiane|0|0|8,今月の合計購入額:,이달의 합계 구입액:
lobby/agexiane|0|0|9|0,確認,확인
lobby/bag|0|0|0|1,着せ替え,스킨
lobby/bag|0|0|1|1,装飾品,장식품
lobby/bag|0|0|2|1,贈り物,선물
lobby/bag|0|0|3|1,アイテム,아이템
lobby/bag|0|1|3|0,奉納,봉납
lobby/bag|0|1|6|0|0,選択クリア,선택 취소
lobby/bag|0|1|6|1|0,戻る,이전
lobby/bag|0|1|6|2|0,奉納,봉납
lobby/bag|0|1|6|3,奉納する贈り物を選択してください,봉납하려는 선물을 선택해주세요.
lobby/bag|0|1|7,不要な贈り物を奉納すると星のかけらを獲得,필요없는 선물을 봉납하면 별 가루를 획득할 수 있습니다.
lobby/bag|0|1|8,まだ何もありません。,아무 것도 없습니다.
lobby/bag|0|2|3,まだ何もありません。,아무 것도 없습니다.
lobby/bag|0|3|0|0|0|0|3|2|0,契約を結ぶ,계약성립
lobby/bag|0|3|2|0,全商品,모든 상품
lobby/bag|0|3|3,使用可能な装飾品がありません,사용 가능한 장식품이 없습니다.
lobby/bag|1|0,倉庫,창고
lobby/change_nickname_confirm|0|2,本当によろしいですか？,정말 이것으로 괜찮습니까?
lobby/change_nickname_confirm|0|4|0,はい,예
lobby/change_nickname_confirm|0|5|0,いいえ,아니오
lobby/chang_nickname|0|2,名前変更,이름변경
lobby/chang_nickname|0|3|1,プレイヤー名（1-7文字）,플레이어명（1-7 글자）
lobby/chang_nickname|0|3|4,使用不可,사용불가
lobby/chang_nickname|0|3|6|0,必要,필요
lobby/chang_nickname|0|3|7,Cannot contain empty spaces and special characters,Cannot contain empty spaces and special characters
